Curso;Nº do Tópico;Tópico;Foco Principal;Áreas de Aplicação;CHA
After Effects;1;Introdução ao After Effects;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;2;01 Introdução 02 Conhecendo o programa 03;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;3;Interface e painel de composição;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;4;Composição 04- Importando arquivos 05;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;5;Camadas e keyframes;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;6;3 Funções importantes no after 06;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;7;Animação de texto;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;8;Trabalhando com posição de objeto 07;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;9;Máscaras e efeitos;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;10;Trabalhando com escala de objetos 08;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;11;Trabalhando com 3D;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;12;Trabalhando com opacidade 09;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;13;Rotoscopia;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;14;Trabalhando com rotação de objeto 10;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;15;Importação de projetos do Premiere;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;16;Projetinho Parte 06 22;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;17;Renderização e exportação;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;18;Projetinho Parte 07 23;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;19;Projeto final;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;20;Projetinho Parte 08 24;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;21;Projetinho Parte 09 25;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;22;Projetinho Parte 10 26;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;23;Projetinho Parte 11 27;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;24;Renderizando um projeto de forma simples 28;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;25;Tirando tela verde 29;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;26;Régua e Linhas 30;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;27;Efeito sonoro como usar 31;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;28;Transição tirando fundo verde 32;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;29;Vídeo para Stores Parte 1 33;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;30;Vídeo para Stores Parte 2 34;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
After Effects;31;Vídeo para Stores Parte 3 35;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
